technology,carrier,province,year,share,target_mw_before_existing_stock_adjustment,lower_limit_mw_before_existing_stock_adjustment,upper_limit_mw_before_existing_stock_adjustment,national_target_mw,lower_multiplier,upper_multiplier,allocation_basis,national_source_note
Onshore wind,onwind,Gansu,2030,0.062011,73048.523758,58438.819006,94963.080885,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Guangdong,2030,0.044705,52662.974116,42130.379293,68461.866351,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Guangxi,2030,0.020647,24321.946199,19457.556959,31618.530058,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Guizhou,2030,0.020588,24252.19447,19401.755576,31527.852811,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Hainan,2030,0.00113,1330.651909,1064.521527,1729.847481,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Hebei,2030,0.070677,83257.276021,66605.820817,108234.458827,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Heilongjiang,2030,0.027867,32827.747062,26262.19765,42676.071181,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Henan,2030,0.047452,55898.087544,44718.470035,72667.513808,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Hubei,2030,0.020738,24429.256402,19543.405122,31758.033323,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Hunan,2030,0.030034,35380.302774,28304.242219,45994.393606,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,InnerMongolia,2030,0.138657,163338.421453,130670.737162,212339.947888,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Jiangsu,2030,0.034575,40729.169431,32583.335545,52947.92026,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Jiangxi,2030,0.018465,21751.856919,17401.485535,28277.413995,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Jilin,2030,0.023803,28040.25831,22432.206648,36452.335803,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Liaoning,2030,0.03736,44010.630225,35208.50418,57213.819292,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Ningxia,2030,0.051897,61134.845863,48907.87669,79475.299622,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Qinghai,2030,0.030818,36303.174755,29042.539804,47194.127181,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Shaanxi,2030,0.030663,36120.745678,28896.596543,46956.969382,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Shandong,2030,0.038831,45742.783733,36594.226986,59465.618852,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Shanghai,2030,0.001685,1985.245497,1588.196398,2580.819146,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Shanxi,2030,0.047324,55747.557605,44598.046084,72471.824886,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Sichuan,2030,0.017905,21091.898109,16873.518487,27419.467542,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Tianjin,2030,0.003589,4228.037021,3382.429617,5496.448127,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Tibet,2030,0.000225,265.592898,212.474319,345.270768,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Xinjiang,2030,0.08812,103805.796919,83044.637535,134947.535995,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Yunnan,2030,0.038661,45542.615399,36434.092319,59205.400019,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Zhejiang,2030,0.006012,7082.498436,5665.998749,9207.247967,1178000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Wind_Beijing_Declaration_2_0_total_1300GW_plus_offshore_15GW_per_year_2026_2030
Onshore wind,onwind,Anhui,2035,0.016083,28949.263125,23159.4105,37634.042062,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Beijing,2035,0.000847,1524.940642,1219.952514,1982.422835,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Chongqing,2035,0.003749,6747.450233,5397.960187,8771.685303,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Fujian,2035,0.024881,44786.699722,35829.359778,58222.709639,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Gansu,2035,0.062011,111619.136472,89295.309178,145104.877414,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Guangdong,2035,0.044705,80469.739736,64375.791789,104610.661657,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Guangxi,2035,0.020647,37164.264141,29731.411313,48313.543383,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Guizhou,2035,0.020588,37057.682552,29646.146042,48174.987318,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Hainan,2035,0.00113,2033.25419,1626.603352,2643.230447,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Hebei,2035,0.070677,127218.248589,101774.598871,165383.723166,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Heilongjiang,2035,0.027867,50161.243389,40128.994711,65209.616406,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Henan,2035,0.047452,85413.036995,68330.429596,111036.948093,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Hubei,2035,0.020738,37328.235589,29862.588472,48526.706266,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Hunan,2035,0.030034,54061.583186,43249.266548,70280.058141,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,InnerMongolia,2035,0.138657,249583.326498,199666.661198,324458.324447,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Jiangsu,2035,0.034575,62234.724088,49787.77927,80905.141314,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Jiangxi,2035,0.018465,33237.132814,26589.706251,43208.272658,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Jilin,2035,0.023803,42845.895551,34276.716441,55699.664216,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Liaoning,2035,0.03736,67248.840751,53799.072601,87423.492976,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Ningxia,2035,0.051897,93414.874833,74731.899867,121439.337283,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Qinghai,2035,0.030818,55471.744108,44377.395286,72113.26734,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Shaanxi,2035,0.030663,55192.990001,44154.392001,71750.887001,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Shandong,2035,0.038831,69895.594838,55916.47587,90864.273289,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Shanghai,2035,0.001685,3033.482084,2426.785667,3943.526709,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Shanxi,2035,0.047324,85183.025203,68146.420162,110737.932763,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Sichuan,2035,0.017905,32228.706788,25782.965431,41897.318825,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Tianjin,2035,0.003589,6460.497995,5168.398396,8398.647393,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Tibet,2035,0.000225,405.829556,324.663645,527.578423,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Xinjiang,2035,0.08812,158616.667619,126893.334095,206201.667904,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Yunnan,2035,0.038661,69589.734905,55671.787924,90466.655376,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Zhejiang,2035,0.006012,10822.153808,8657.723046,14068.79995,1800000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Declaration_total_2000GW_split_assumption
Onshore wind,onwind,Anhui,2040,0.016083,37634.042062,30107.23365,48924.254681,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Beijing,2040,0.000847,1982.422835,1585.938268,2577.149686,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Chongqing,2040,0.003749,8771.685303,7017.348243,11403.190894,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Fujian,2040,0.024881,58222.709639,46578.167711,75689.52253,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Gansu,2040,0.062011,145104.877414,116083.901931,188636.340638,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Guangdong,2040,0.044705,104610.661657,83688.529326,135993.860154,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Guangxi,2040,0.020647,48313.543383,38650.834706,62807.606398,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Guizhou,2040,0.020588,48174.987318,38539.989854,62627.483513,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Hainan,2040,0.00113,2643.230447,2114.584358,3436.199581,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Hebei,2040,0.070677,165383.723166,132306.978533,214998.840116,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Heilongjiang,2040,0.027867,65209.616406,52167.693125,84772.501327,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Henan,2040,0.047452,111036.948093,88829.558474,144348.032521,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Hubei,2040,0.020738,48526.706266,38821.365013,63084.718146,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Hunan,2040,0.030034,70280.058141,56224.046513,91364.075584,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,InnerMongolia,2040,0.138657,324458.324447,259566.659558,421795.821781,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Jiangsu,2040,0.034575,80905.141314,64724.113051,105176.683708,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Jiangxi,2040,0.018465,43208.272658,34566.618127,56170.754456,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Jilin,2040,0.023803,55699.664216,44559.731373,72409.563481,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Liaoning,2040,0.03736,87423.492976,69938.794381,113650.540869,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Ningxia,2040,0.051897,121439.337283,97151.469826,157871.138468,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Qinghai,2040,0.030818,72113.26734,57690.613872,93747.247542,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Shaanxi,2040,0.030663,71750.887001,57400.709601,93276.153102,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Shandong,2040,0.038831,90864.273289,72691.418631,118123.555276,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Shanghai,2040,0.001685,3943.526709,3154.821367,5126.584722,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Shanxi,2040,0.047324,110737.932763,88590.346211,143959.312592,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Sichuan,2040,0.017905,41897.318825,33517.85506,54466.514472,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Tianjin,2040,0.003589,8398.647393,6718.917915,10918.241611,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Tibet,2040,0.000225,527.578423,422.062738,685.85195,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Xinjiang,2040,0.08812,206201.667904,164961.334323,268062.168275,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Yunnan,2040,0.038661,90466.655376,72373.324301,117606.651989,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Zhejiang,2040,0.006012,14068.79995,11255.03996,18289.439935,2340000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Anhui,2045,0.016083,46318.821,37055.0568,60214.4673,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Beijing,2045,0.000847,2439.905028,1951.924022,3171.876536,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Chongqing,2045,0.003749,10795.920373,8636.736299,14034.696485,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Fujian,2045,0.024881,71658.719555,57326.975644,93156.335422,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Gansu,2045,0.062011,178590.618356,142872.494685,232167.803863,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Guangdong,2045,0.044705,128751.583578,103001.266863,167377.058652,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Guangxi,2045,0.020647,59462.822625,47570.2581,77301.669413,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Guizhou,2045,0.020588,59292.292083,47433.833667,77079.979708,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Hainan,2045,0.00113,3253.206704,2602.565363,4229.168715,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Hebei,2045,0.070677,203549.197743,162839.358194,264613.957065,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Heilongjiang,2045,0.027867,80257.989422,64206.391538,104335.386249,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Henan,2045,0.047452,136660.859192,109328.687353,177659.116949,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Hubei,2045,0.020738,59725.176943,47780.141555,77642.730026,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Hunan,2045,0.030034,86498.533097,69198.826478,112448.093026,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,InnerMongolia,2045,0.138657,399333.322397,319466.657917,519133.319116,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Jiangsu,2045,0.034575,99575.55854,79660.446832,129448.226102,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Jiangxi,2045,0.018465,53179.412502,42543.530002,69133.236253,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Jilin,2045,0.023803,68553.432881,54842.746305,89119.462745,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Liaoning,2045,0.03736,107598.145201,86078.516161,139877.588762,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Ningxia,2045,0.051897,149463.799733,119571.039786,194302.939653,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Qinghai,2045,0.030818,88754.790572,71003.832458,115381.227744,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Shaanxi,2045,0.030663,88308.784002,70647.027201,114801.419202,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Shandong,2045,0.038831,111832.95174,89466.361392,145382.837262,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Shanghai,2045,0.001685,4853.571334,3882.857067,6309.642735,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Shanxi,2045,0.047324,136292.840324,109034.272259,177180.692421,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Sichuan,2045,0.017905,51565.930861,41252.744689,67035.710119,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Tianjin,2045,0.003589,10336.796792,8269.437434,13437.835829,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Tibet,2045,0.000225,649.32729,519.461832,844.125477,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Xinjiang,2045,0.08812,253786.66819,203029.334552,329922.668647,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Yunnan,2045,0.038661,111343.575848,89074.860678,144746.648602,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Zhejiang,2045,0.006012,17315.446093,13852.356874,22510.07992,2880000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
Onshore wind,onwind,Anhui,2050,0.016083,55003.599937,44002.87995,71504.679919,3420000.0,0.8,1.3,data/existing_infrastructure/onwind_capacity.csv: 2010+2015+2020+2025,Linear_interpolation_2035_2060
